,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD
6982,4/30/2019,Meyer,0,38,0,4,2,0,44
6983,4/30/2019,Paul Miller,1,73,2,10,0,44,42
6984,4/30/2019,Pioneer,1,39,0,3,1,0,44
6985,4/30/2019,Reach,0,20,0,2,0,22,0
6986,4/30/2019,Royal Sunset,0,35,1,8,0,0,44
6987,4/30/2019,Russo,4,37,0,2,1,0,44
6988,4/30/2019,Ryan,1,23,0,0,0,24,0
6989,4/30/2019,Schilling,3,47,0,5,0,23,32
6990,4/30/2019,Searles,0,40,0,2,1,0,43
6991,4/30/2019,Sharon Jones,2,49,0,4,0,24,31
6992,4/30/2019,Unidos,1,39,0,3,0,43,0
6993,4/30/2019,Valley Medical Center,0,64,1,6,0,71,0
6994,4/30/2019,Washington Hospital,3,57,3,1,0,64,0
6995,4/4/2019,Amador,2,75,1,7,0,56,29
6996,4/4/2019,Arbuckle,0,79,0,6,0,53,32
6997,4/4/2019,Baldwin Park,2,66,1,9,1,48,31
6998,4/4/2019,Bay,0,40,0,8,0,0,48
6999,4/4/2019,Carlson,1,25,0,5,0,20,11
7000,4/4/2019,Castlemont,4,55,0,8,1,68,0
7001,4/4/2019,Cesar Chavez,2,83,3,6,0,0,94
7002,4/4/2019,Chynoweth,0,31,0,5,0,36,0
7003,4/4/2019,Colonial Acres,0,37,2,5,0,0,44
7004,4/4/2019,Corvallis,0,42,0,6,0,0,48
7005,4/4/2019,Cox,2,34,0,10,1,0,47
7006,4/4/2019,Cureton,1,46,1,15,0,0,63
7007,4/4/2019,Dayton,0,35,0,9,0,0,44
7008,4/4/2019,Decoto,11,80,0,8,2,62,39
7009,4/4/2019,Del Rey,1,39,0,5,2,0,47
7010,4/4/2019,Delaine Eastin,0,27,2,2,1,24,8
7011,4/4/2019,Dorsa,0,38,0,9,1,0,48
7012,4/4/2019,Eden Palms,2,36,3,5,0,46,0
7013,4/4/2019,Eden Youth,1,70,1,6,1,48,31
7014,4/4/2019,Educare,2,65,0,11,0,50,28
7015,4/4/2019,Emerald Vista,3,59,2,16,1,33,48
7016,4/4/2019,Esther Hobbs,0,46,0,6,0,52,0
7017,4/4/2019,FH,0,100,0,3,0,103,0
7018,4/4/2019,Foxdale,0,33,3,3,0,39,0
7019,4/4/2019,Glen Berry,0,29,0,3,0,24,8
7020,4/4/2019,Goss,0,39,1,5,0,0,45
7021,4/4/2019,Graham,2,44,0,9,0,24,31
7022,4/4/2019,Grant,2,36,1,4,1,0,44
7023,4/4/2019,Guy Emanuele,2,38,0,2,0,0,42
7024,4/4/2019,Hesperian,0,37,1,6,2,0,46
7025,4/4/2019,Hillview,6,31,0,7,1,0,45
7026,4/4/2019,Holbrook,2,54,6,18,0,48,32
7027,4/4/2019,Hubbard,2,50,0,10,0,0,62
7028,4/4/2019,Kitayama,1,34,1,8,0,0,44
7029,4/4/2019,Linda Vista,1,100,0,6,0,75,32
7030,4/4/2019,Logan,2,40,0,6,0,48,0
7031,4/4/2019,Marie Kaiser,0,18,1,3,0,22,0
7032,4/4/2019,Meadowfair,1,43,0,4,1,0,49
7033,4/4/2019,Meyer,1,32,0,10,0,0,43
7034,4/4/2019,Paul Miller,0,81,1,3,1,44,42
7035,4/4/2019,Pioneer,4,35,0,4,0,0,43
7036,4/4/2019,Reach,0,19,0,2,1,22,0
7037,4/4/2019,Royal Sunset,0,38,2,4,0,0,44
7038,4/4/2019,Russo,0,37,0,7,0,0,44
7039,4/4/2019,Ryan,1,21,0,1,0,23,0
7040,4/4/2019,Schilling,0,49,1,6,0,24,32
7041,4/4/2019,Searles,0,35,0,7,0,0,42
7042,4/4/2019,Sharon Jones,0,53,0,2,0,24,31
7043,4/4/2019,Unidos,0,40,0,4,0,44,0
7044,4/4/2019,Valley Medical Center,0,65,2,0,0,67,0
7045,4/4/2019,Washington Hospital,0,58,2,3,0,63,0
7046,4/5/2019,Amador,3,66,2,8,3,55,27
7047,4/5/2019,Arbuckle,2,76,0,6,0,52,32
7048,4/5/2019,Baldwin Park,4,57,0,17,1,48,31
7049,4/5/2019,Bay,0,38,0,10,0,0,48
7050,4/5/2019,Carlson,1,27,1,2,0,20,11
7051,4/5/2019,Castlemont,4,56,0,7,1,68,0
7052,4/5/2019,Cesar Chavez,2,76,3,13,0,0,94
7053,4/5/2019,Chynoweth,0,28,0,5,1,34,0
7054,4/5/2019,Colonial Acres,2,32,2,8,0,0,44
7055,4/5/2019,Corvallis,0,42,0,6,0,0,48
7056,4/5/2019,Cox,1,33,0,12,1,0,47
7057,4/5/2019,Cureton,0,46,1,16,0,0,63
7058,4/5/2019,Dayton,0,38,0,6,0,0,44
7059,4/5/2019,Decoto,8,75,0,14,4,62,39
7060,4/5/2019,Del Rey,1,38,0,6,2,0,47
7061,4/5/2019,Delaine Eastin,0,27,0,3,1,23,8
7062,4/5/2019,Dorsa,1,37,1,9,0,0,48
7063,4/5/2019,Eden Palms,3,35,3,1,0,42,0
7064,4/5/2019,Eden Youth,1,67,1,9,1,48,31
7065,4/5/2019,Educare,2,63,0,13,0,50,28
7066,4/5/2019,Emerald Vista,2,61,2,13,1,31,48
7067,4/5/2019,Esther Hobbs,4,44,0,9,0,57,0
7068,4/5/2019,FH,0,95,0,5,0,100,0
7069,4/5/2019,Foxdale,0,0,40,0,0,40,0
7070,4/5/2019,Glen Berry,0,25,0,4,0,21,8
7071,4/5/2019,Goss,0,35,1,9,0,0,45
7072,4/5/2019,Graham,1,44,0,10,0,24,31
7073,4/5/2019,Grant,2,35,0,5,1,0,43
7074,4/5/2019,Guy Emanuele,2,27,0,13,0,0,42
7075,4/5/2019,Hesperian,0,36,1,8,1,0,46
7076,4/5/2019,Hillview,9,28,0,7,1,0,45
7077,4/5/2019,Holbrook,4,50,7,18,0,47,32
7078,4/5/2019,Hubbard,2,52,0,8,0,0,62
7079,4/5/2019,Kitayama,2,31,1,10,0,0,44
7080,4/5/2019,Linda Vista,5,92,0,9,0,74,32
7081,4/5/2019,Logan,2,38,1,7,0,48,0
7082,4/5/2019,Marie Kaiser,0,19,0,3,0,22,0
7083,4/5/2019,Meadowfair,1,43,0,4,1,0,49
7084,4/5/2019,Meyer,1,34,0,8,0,0,43
7085,4/5/2019,Paul Miller,1,74,0,10,1,44,42
7086,4/5/2019,Pioneer,4,29,0,10,0,0,43
7087,4/5/2019,Reach,0,17,2,3,0,22,0
7088,4/5/2019,Royal Sunset,0,32,2,10,0,0,44
7089,4/5/2019,Russo,0,33,0,11,0,0,44
7090,4/5/2019,Ryan,1,21,0,2,0,24,0
7091,4/5/2019,Schilling,0,50,1,5,0,24,32
7092,4/5/2019,Searles,0,36,0,6,0,0,42
7093,4/5/2019,Sharon Jones,1,52,0,2,0,24,31
7094,4/5/2019,Unidos,0,41,0,3,0,44,0
7095,4/5/2019,Valley Medical Center,0,62,2,3,0,67,0
7096,4/5/2019,Washington Hospital,0,60,0,3,0,63,0
7097,4/8/2019,Amador,1,72,1,9,0,56,27
7098,4/8/2019,Arbuckle,0,43,0,10,0,53,0
7099,4/8/2019,Baldwin Park,0,72,0,4,1,46,31
7100,4/8/2019,Bay,0,42,0,6,0,0,48
7101,4/8/2019,Carlson,2,26,0,2,0,19,11
7102,4/8/2019,Castlemont,2,58,0,6,0,66,0
7103,4/8/2019,Cesar Chavez,1,71,6,16,0,0,94
7104,4/8/2019,Chynoweth,0,26,0,8,2,36,0
7105,4/8/2019,Colonial Acres,4,33,2,5,0,0,44
7106,4/8/2019,Corvallis,0,43,0,5,0,0,48
7107,4/8/2019,Cox,1,41,0,5,0,0,47
7108,4/8/2019,Cureton,0,19,2,11,0,0,32
7109,4/8/2019,Dayton,0,38,0,6,0,0,44
7110,4/8/2019,Decoto,4,89,0,7,1,62,39
7111,4/8/2019,Del Rey,1,39,0,5,2,0,47
7112,4/8/2019,Delaine Eastin,1,24,0,5,0,22,8
7113,4/8/2019,Dorsa,1,40,1,6,0,0,48
7114,4/8/2019,Eden Palms,1,39,2,4,0,46,0
7115,4/8/2019,Eden Youth,0,72,3,3,1,48,31
7116,4/8/2019,Educare,2,65,0,12,0,51,28
7117,4/8/2019,Emerald Vista,0,64,2,15,1,33,49
7118,4/8/2019,Esther Hobbs,0,52,0,5,0,57,0
7119,4/8/2019,FH,1,96,0,4,0,101,0
7120,4/8/2019,Foxdale,0,27,6,5,0,38,0
7121,4/8/2019,Glen Berry,0,29,0,2,0,23,8
7122,4/8/2019,Goss,1,33,0,10,0,0,44
7123,4/8/2019,Graham,4,48,1,3,0,24,32
7124,4/8/2019,Grant,3,40,0,1,1,0,45
7125,4/8/2019,Guy Emanuele,1,31,0,9,0,0,41
7126,4/8/2019,Hesperian,0,39,1,5,1,0,46
7127,4/8/2019,Hillview,1,44,0,0,0,0,45
7128,4/8/2019,Holbrook,3,65,4,8,0,48,32
7129,4/8/2019,Kitayama,0,42,1,1,0,0,44
7130,4/8/2019,Linda Vista,2,90,1,12,0,73,32
7131,4/8/2019,Logan,0,46,1,1,0,48,0
7132,4/8/2019,Marie Kaiser,0,21,0,1,0,22,0
7133,4/8/2019,Meadowfair,0,40,0,5,3,0,48
7134,4/8/2019,Meyer,3,39,0,1,0,0,43
7135,4/8/2019,Paul Miller,0,71,2,12,1,44,42
7136,4/8/2019,Pioneer,2,35,0,6,0,0,43
7137,4/8/2019,Reach,1,20,0,1,0,22,0
7138,4/8/2019,Royal Sunset,0,38,2,4,0,0,44
7139,4/8/2019,Russo,2,34,0,8,0,0,44
7140,4/8/2019,Ryan,3,20,0,1,0,24,0
7141,4/8/2019,Schilling,0,50,2,3,0,23,32
7142,4/8/2019,Searles,0,42,0,0,0,0,42
7143,4/8/2019,Sharon Jones,3,47,1,3,1,24,31
7144,4/8/2019,Unidos,0,37,0,7,0,44,0
7145,4/8/2019,Valley Medical Center,3,52,3,8,0,66,0
7146,4/8/2019,Washington Hospital,1,61,1,1,0,64,0
7147,4/9/2019,Amador,2,76,1,5,1,56,29
7148,4/9/2019,Arbuckle,2,77,0,7,0,54,32
7149,4/9/2019,Baldwin Park,0,69,0,9,1,48,31
7150,4/9/2019,Bay,0,45,0,3,0,0,48
7151,4/9/2019,Carlson,0,29,0,1,0,20,10
7152,4/9/2019,Castlemont,3,61,0,5,0,69,0
7153,4/9/2019,Cesar Chavez,1,71,6,16,0,0,94
7154,4/9/2019,Chynoweth,0,30,0,5,1,36,0
7155,4/9/2019,Colonial Acres,3,36,2,2,0,0,43
7156,4/9/2019,Corvallis,0,45,0,2,1,0,48
7157,4/9/2019,Cox,1,39,0,6,1,0,47
7158,4/9/2019,Cureton,0,51,1,11,0,0,63
7159,4/9/2019,Dayton,0,40,0,4,0,0,44
7160,4/9/2019,Decoto,3,89,1,7,1,62,39
7161,4/9/2019,Del Rey,1,40,0,4,2,0,47
7162,4/9/2019,Delaine Eastin,1,28,0,3,0,24,8
7163,4/9/2019,Dorsa,2,42,1,3,0,0,48
7164,4/9/2019,Eden Palms,1,38,3,3,1,46,0
7165,4/9/2019,Eden Youth,0,73,2,3,1,48,31
7166,4/9/2019,Educare,2,66,0,9,0,49,28
7167,4/9/2019,Emerald Vista,1,71,2,7,1,32,50
7168,4/9/2019,Esther Hobbs,0,48,0,3,0,51,0
7169,4/9/2019,FH,0,100,0,2,0,102,0
7170,4/9/2019,Foxdale,0,29,4,6,0,39,0
7171,4/9/2019,Glen Berry,0,30,0,2,0,24,8
7172,4/9/2019,Goss,0,29,0,15,0,0,44
7173,4/9/2019,Graham,4,49,0,3,0,24,32
7174,4/9/2019,Grant,2,40,0,3,1,0,46
7175,4/9/2019,Guy Emanuele,0,32,0,9,0,0,41
7176,4/9/2019,Hesperian,0,43,1,3,0,0,47
7177,4/9/2019,Hillview,0,43,0,2,0,0,45
7178,4/9/2019,Holbrook,0,67,3,10,0,48,32
7179,4/9/2019,Hubbard,3,48,0,11,0,0,62
7180,4/9/2019,Kitayama,0,40,1,3,0,0,44
7181,4/9/2019,Linda Vista,2,97,1,8,0,76,32
7182,4/9/2019,Logan,1,46,1,0,0,48,0
7183,4/9/2019,Marie Kaiser,0,22,0,0,0,22,0
7184,4/9/2019,Meadowfair,0,37,1,9,1,0,48
7185,4/9/2019,Meyer,4,36,0,3,0,0,43
7186,4/9/2019,Paul Miller,0,76,0,10,0,44,42
7187,4/9/2019,Pioneer,2,37,0,4,0,0,43
7188,4/9/2019,Reach,0,18,1,2,1,22,0
7189,4/9/2019,Royal Sunset,0,39,2,3,0,0,44
7190,4/9/2019,Russo,2,36,0,6,0,0,44
7191,4/9/2019,Ryan,3,20,0,1,0,24,0
7192,4/9/2019,Schilling,0,53,1,1,0,23,32
7193,4/9/2019,Searles,1,41,0,0,0,0,42
7194,4/9/2019,Sharon Jones,2,50,0,3,0,24,31
7195,4/9/2019,Unidos,0,35,1,7,0,43,0
7196,4/9/2019,Valley Medical Center,3,60,0,6,0,69,0
7197,4/9/2019,Washington Hospital,1,61,0,2,0,64,0
7198,5/1/2019,Amador,1,79,0,4,1,55,30
7199,5/1/2019,Arbuckle,2,77,2,5,0,54,32
7200,5/1/2019,Baldwin Park,3,62,1,12,0,47,31
7201,5/1/2019,Bay,0,40,0,8,0,0,48
7202,5/1/2019,Carlson,0,30,1,1,0,20,12
7203,5/1/2019,Castlemont,0,65,0,3,0,68,0
7204,5/1/2019,Cesar Chavez,3,80,1,8,0,0,92
7205,5/1/2019,Chynoweth,0,30,0,5,0,35,0
7206,5/1/2019,Colonial Acres,0,38,0,7,0,0,45
7207,5/1/2019,Corvallis,0,44,1,3,0,0,48
7208,5/1/2019,Cox,1,38,1,5,0,0,45
7209,5/1/2019,Cureton,2,53,2,4,1,0,62
7210,5/1/2019,Dayton,0,43,0,1,0,0,44
7211,5/1/2019,Decoto,2,89,0,9,1,61,40
7212,5/1/2019,Del Rey,0,38,0,5,1,0,44
7213,5/1/2019,Delaine Eastin,1,28,0,1,0,23,7
7214,5/1/2019,Dorsa,0,39,0,7,0,0,46
7215,5/1/2019,Eden Palms,2,36,1,6,0,45,0
7216,5/1/2019,Eden Youth,3,66,2,6,1,47,31
7217,5/1/2019,Educare,1,60,0,17,0,50,28
7218,5/1/2019,Emerald Vista,1,73,2,3,1,32,48
7219,5/1/2019,Esther Hobbs,1,46,1,9,0,57,0
7220,5/1/2019,FH,5,93,1,2,0,101,0
7221,5/1/2019,Foxdale,0,36,1,1,0,38,0
7222,5/1/2019,Glen Berry,1,25,0,5,0,23,8
7223,5/1/2019,Goss,0,33,0,11,0,0,44
7224,5/1/2019,Graham,3,52,0,1,0,24,32
7225,5/1/2019,Grant,3,37,1,2,0,0,43
7226,5/1/2019,Guy Emanuele,1,33,0,5,1,0,40
7227,5/1/2019,Hesperian,1,39,0,8,0,0,48
7228,5/1/2019,Hillview,1,41,0,2,1,0,45
7229,5/1/2019,Holbrook,1,65,2,10,0,46,32
7230,5/1/2019,Hubbard,1,52,0,6,1,0,60
7231,5/1/2019,Kitayama,0,41,0,2,0,0,43
7232,5/1/2019,Linda Vista,0,101,1,4,1,75,32
7233,5/1/2019,Logan,2,42,0,4,0,48,0
7234,5/1/2019,Marie Kaiser,0,21,0,2,0,23,0
7235,5/1/2019,Meadowfair,2,40,0,4,0,0,46
7236,5/1/2019,Meyer,2,39,0,3,0,0,44
7237,5/1/2019,Paul Miller,2,66,2,15,1,44,42
7238,5/1/2019,Pioneer,0,40,0,3,1,0,44
7239,5/1/2019,Reach,0,21,0,1,0,22,0
7240,5/1/2019,Royal Sunset,1,33,1,9,0,0,44
7241,5/1/2019,Russo,2,38,0,3,0,0,43
7242,5/1/2019,Ryan,1,21,0,2,0,24,0
7243,5/1/2019,Schilling,3,44,1,7,0,23,32
7244,5/1/2019,Searles,0,39,0,3,1,0,43
7245,5/1/2019,Sharon Jones,2,50,0,2,1,24,31
7246,5/1/2019,Unidos,0,36,1,7,0,44,0
7247,5/1/2019,Valley Medical Center,2,62,0,7,0,71,0
7248,5/1/2019,Washington Hospital,5,56,1,2,0,64,0
7249,5/10/2019,Amador,4,73,0,6,2,55,30
7250,5/10/2019,Arbuckle,5,72,1,7,0,53,32
7251,5/10/2019,Baldwin Park,3,66,1,10,0,48,32
7252,5/10/2019,Bay,2,41,0,5,0,0,48
7253,5/10/2019,Carlson,0,30,1,1,0,20,12
7254,5/10/2019,Castlemont,0,66,0,1,0,67,0
7255,5/10/2019,Cesar Chavez,7,75,0,12,0,0,94
7256,5/10/2019,Chynoweth,2,29,0,2,0,33,0
7257,5/10/2019,Colonial Acres,1,38,0,6,0,0,45
7258,5/10/2019,Corvallis,0,44,1,3,0,0,48
7259,5/10/2019,Cox,1,31,0,12,0,0,44
7260,5/10/2019,Cureton,1,43,5,13,0,0,62
7261,5/10/2019,Dayton,1,42,1,2,0,0,46
7262,5/10/2019,Decoto,2,88,1,8,4,63,40
7263,5/10/2019,Del Rey,0,31,0,12,1,0,44
7264,5/10/2019,Delaine Eastin,0,25,0,5,0,23,7
7265,5/10/2019,Dorsa,1,41,2,2,0,0,46
7266,5/10/2019,Eden Palms,0,40,0,2,0,42,0
7267,5/10/2019,Eden Youth,1,67,2,7,0,47,30
7268,5/10/2019,Educare,1,56,0,21,0,50,28
7269,5/10/2019,Emerald Vista,1,65,2,9,0,31,46
7270,5/10/2019,Esther Hobbs,3,45,1,7,0,56,0
7271,5/10/2019,FH,1,95,1,2,0,99,0
7272,5/10/2019,Foxdale,0,34,0,5,0,39,0
7273,5/10/2019,Glen Berry,1,25,0,3,0,21,8
7274,5/10/2019,Goss,1,40,0,3,0,0,44
7275,5/10/2019,Graham,4,45,1,6,0,24,32
7276,5/10/2019,Grant,5,33,1,3,0,0,42
7277,5/10/2019,Guy Emanuele,0,33,0,7,0,0,40
7278,5/10/2019,Hesperian,1,43,0,4,0,0,48
7279,5/10/2019,Hillview,1,39,0,3,2,0,45
7280,5/10/2019,Holbrook,1,63,3,10,1,47,31
7281,5/10/2019,Hubbard,1,50,0,8,1,0,60
7282,5/10/2019,Kitayama,1,36,0,5,1,0,43
7283,5/10/2019,Linda Vista,1,99,0,5,0,73,32
7284,5/10/2019,Logan,1,43,0,4,0,48,0
7285,5/10/2019,Marie Kaiser,0,21,0,2,0,23,0
7286,5/10/2019,Meadowfair,1,42,0,3,0,0,46
7287,5/10/2019,Meyer,1,35,0,7,1,0,44
7288,5/10/2019,Paul Miller,2,76,1,7,0,44,42
7289,5/10/2019,Pioneer,0,39,0,4,1,0,44
7290,5/10/2019,Reach,0,18,0,4,0,22,0
7291,5/10/2019,Royal Sunset,0,37,0,6,0,0,43
7292,5/10/2019,Russo,0,34,0,9,0,0,43
7293,5/10/2019,Ryan,0,23,0,1,0,24,0
7294,5/10/2019,Schilling,1,50,1,4,0,24,32
7295,5/10/2019,Searles,0,37,0,5,0,0,42
7296,5/10/2019,Sharon Jones,0,53,0,2,0,24,31
7297,5/10/2019,Unidos,0,35,0,9,0,44,0
7298,5/10/2019,Valley Medical Center,0,61,3,7,0,71,0
7299,5/10/2019,Washington Hospital,2,59,0,2,0,63,0
7300,5/13/2019,Amador,8,68,0,8,2,56,30
7301,5/13/2019,Arbuckle,6,66,1,13,0,54,32
7302,5/13/2019,Baldwin Park,1,63,2,13,0,47,32
7303,5/13/2019,Bay,3,39,0,6,0,0,48
7304,5/13/2019,Carlson,3,26,1,1,0,19,12
7305,5/13/2019,Castlemont,0,57,0,8,0,65,0
7306,5/13/2019,Cesar Chavez,8,73,0,13,0,0,94
7307,5/13/2019,Chynoweth,1,31,0,3,0,35,0
7308,5/13/2019,Colonial Acres,0,36,0,9,0,0,45
7309,5/13/2019,Corvallis,0,46,1,1,0,0,48
7310,5/13/2019,Cox,1,34,0,9,0,0,44
7311,5/13/2019,Cureton,1,39,4,16,0,0,60
7312,5/13/2019,Dayton,0,40,2,6,0,0,48
7313,5/13/2019,Decoto,3,91,0,7,3,64,40
7314,5/13/2019,Del Rey,0,39,0,4,0,0,43
7315,5/13/2019,Delaine Eastin,0,24,2,3,0,22,7
7316,5/13/2019,Dorsa,1,34,2,9,0,0,46
7317,5/13/2019,Eden Palms,1,41,2,2,0,46,0
7318,5/13/2019,Eden Youth,1,69,1,6,0,47,30
7319,5/13/2019,Educare,0,62,0,18,0,52,28
7320,5/13/2019,Emerald Vista,1,70,4,4,0,33,46
7321,5/13/2019,Esther Hobbs,2,46,0,6,0,54,0
7322,5/13/2019,FH,1,98,0,2,0,101,0
7323,5/13/2019,Foxdale,0,30,2,7,0,39,0
7324,5/13/2019,Glen Berry,2,26,1,3,0,24,8
7325,5/13/2019,Goss,0,34,0,10,0,0,44
7326,5/13/2019,Graham,2,41,1,12,0,24,32
7327,5/13/2019,Grant,5,35,1,3,0,0,44
7328,5/13/2019,Guy Emanuele,2,33,0,4,0,0,39
7329,5/13/2019,Hesperian,2,43,0,3,0,0,48
7330,5/13/2019,Hillview,0,38,0,7,0,0,45
7331,5/13/2019,Holbrook,3,66,1,7,1,48,30
7332,5/13/2019,Hubbard,9,35,0,15,1,0,60
7333,5/13/2019,Kitayama,0,39,0,3,1,0,43
7334,5/13/2019,Linda Vista,1,97,0,6,0,72,32
7335,5/13/2019,Logan,4,37,0,7,0,48,0
7336,5/13/2019,Marie Kaiser,0,20,0,3,0,23,0
7337,5/13/2019,Meadowfair,0,38,0,8,0,0,46
7338,5/13/2019,Meyer,0,37,0,6,1,0,44
7339,5/13/2019,Paul Miller,3,74,1,8,0,44,42
7340,5/13/2019,Pioneer,0,39,0,4,1,0,44
7341,5/13/2019,Reach,0,19,0,3,0,22,0
7342,5/13/2019,Royal Sunset,0,36,0,7,0,0,43
7343,5/13/2019,Russo,0,35,0,8,0,0,43
7344,5/13/2019,Ryan,0,23,0,1,0,24,0
7345,5/13/2019,Schilling,2,48,2,5,0,25,32
7346,5/13/2019,Searles,0,35,0,7,0,0,42
7347,5/13/2019,Sharon Jones,1,49,0,2,2,23,31
7348,5/13/2019,Unidos,0,38,0,6,0,44,0
7349,5/13/2019,Valley Medical Center,3,57,2,7,0,69,0
7350,5/13/2019,Washington Hospital,0,61,1,2,0,64,0
7351,5/14/2019,Amador,3,75,0,7,3,56,32
7352,5/14/2019,Arbuckle,3,75,0,8,0,54,32
7353,5/14/2019,Baldwin Park,0,67,2,12,0,49,32
7354,5/14/2019,Bay,3,43,0,2,0,0,48
7355,5/14/2019,Carlson,1,27,2,1,0,20,11
7356,5/14/2019,Castlemont,0,57,1,7,0,65,0
7357,5/14/2019,Cesar Chavez,6,79,0,9,0,0,94
7358,5/14/2019,Chynoweth,1,32,0,2,0,35,0
7359,5/14/2019,Colonial Acres,0,41,0,4,0,0,45
7360,5/14/2019,Corvallis,0,43,1,4,0,0,48
7361,5/14/2019,Cox,1,36,0,7,0,0,44
7362,5/14/2019,Cureton,0,45,4,10,1,0,60
7363,5/14/2019,Dayton,0,41,1,6,0,0,48
7364,5/14/2019,Decoto,4,92,0,7,1,64,40
7365,5/14/2019,Del Rey,0,40,0,3,0,0,43
7366,5/14/2019,Delaine Eastin,0,29,0,2,0,24,7
7367,5/14/2019,Dorsa,1,39,2,4,0,0,46
7368,5/14/2019,Eden Palms,0,42,0,3,0,45,0
7369,5/14/2019,Eden Youth,1,73,1,2,0,47,30
7370,5/14/2019,Educare,0,57,2,21,0,52,28
7371,5/14/2019,Emerald Vista,0,72,3,3,0,32,46
7372,5/14/2019,Esther Hobbs,1,42,0,7,0,50,0
7373,5/14/2019,FH,0,102,0,0,0,102,0
7374,5/14/2019,Foxdale,0,31,2,7,0,40,0
7375,5/14/2019,Glen Berry,2,30,0,0,0,24,8
7376,5/14/2019,Goss,1,34,0,9,0,0,44
7377,5/14/2019,Graham,4,44,0,8,0,24,32
7378,5/14/2019,Grant,3,41,1,0,0,0,45
7379,5/14/2019,Guy Emanuele,4,33,0,2,0,0,39
7380,5/14/2019,Hesperian,3,40,0,4,1,0,48
7381,5/14/2019,Hillview,0,40,0,5,0,0,45
7382,5/14/2019,Holbrook,3,66,2,7,1,48,31
7383,5/14/2019,Hubbard,1,47,0,11,0,0,59
7384,5/14/2019,Kitayama,0,41,0,1,1,0,43
7385,5/14/2019,Linda Vista,1,99,1,6,0,75,32
7386,5/14/2019,Logan,1,44,0,3,0,48,0
7387,5/14/2019,Marie Kaiser,0,16,0,7,0,23,0
7388,5/14/2019,Meadowfair,0,40,0,6,0,0,46
7389,5/14/2019,Meyer,0,40,0,3,0,0,43
7390,5/14/2019,Paul Miller,1,75,1,7,2,44,42
7391,5/14/2019,Pioneer,0,38,0,5,1,0,44
7392,5/14/2019,Reach,0,20,0,2,0,22,0
7393,5/14/2019,Royal Sunset,0,37,0,6,0,0,43
7394,5/14/2019,Russo,0,30,0,13,0,0,43
7395,5/14/2019,Ryan,1,23,0,0,0,24,0
7396,5/14/2019,Schilling,3,47,2,4,0,24,32
7397,5/14/2019,Searles,0,36,0,6,0,0,42
7398,5/14/2019,Sharon Jones,0,49,0,6,0,24,31
7399,5/14/2019,Unidos,0,42,0,1,0,43,0
7400,5/14/2019,Valley Medical Center,2,62,0,7,0,71,0
7401,5/14/2019,Washington Hospital,0,62,0,2,0,64,0
7402,5/15/2019,Amador,1,77,0,5,2,55,30
7403,5/15/2019,Arbuckle,3,73,0,9,0,53,32
7404,5/15/2019,Baldwin Park,0,63,1,16,0,48,32
7405,5/15/2019,Bay,3,38,0,7,0,0,48
7406,5/15/2019,Carlson,2,28,0,2,0,20,12
7407,5/15/2019,Castlemont,0,58,0,7,0,65,0
7408,5/15/2019,Cesar Chavez,6,78,0,10,0,0,94
7409,5/15/2019,Chynoweth,1,33,0,1,0,35,0
7410,5/15/2019,Colonial Acres,0,38,0,7,0,0,45
7411,5/15/2019,Corvallis,0,42,1,5,0,0,48
7412,5/15/2019,Cox,0,30,0,13,1,0,44
7413,5/15/2019,Cureton,1,39,3,16,1,0,60
7414,5/15/2019,Dayton,0,44,1,3,0,0,48
7415,5/15/2019,Decoto,7,90,0,5,2,64,40
7416,5/15/2019,Del Rey,0,37,0,6,0,0,43
7417,5/15/2019,Delaine Eastin,0,26,0,5,0,24,7
7418,5/15/2019,Dorsa,0,36,2,8,0,0,46
7419,5/15/2019,Eden Palms,2,42,0,1,0,45,0
7420,5/15/2019,Eden Youth,2,69,1,5,0,47,30
7421,5/15/2019,Educare,0,61,0,19,0,52,28
7422,5/15/2019,Emerald Vista,1,69,4,4,0,32,46
7423,5/15/2019,Esther Hobbs,3,49,0,3,0,55,0
7424,5/15/2019,FH,0,100,1,0,0,101,0
7425,5/15/2019,Foxdale,0,37,1,2,0,40,0
7426,5/15/2019,Glen Berry,1,29,1,0,0,23,8
7427,5/15/2019,Goss,1,37,0,6,0,0,44
7428,5/15/2019,Graham,0,47,0,9,0,24,32
7429,5/15/2019,Grant,5,35,1,2,0,0,43
7430,5/15/2019,Guy Emanuele,3,30,0,7,0,0,40
7431,5/15/2019,Hesperian,1,42,0,4,1,0,48
7432,5/15/2019,Hillview,0,39,0,6,0,0,45
7433,5/15/2019,Holbrook,2,67,1,6,1,46,31
7434,5/15/2019,Hubbard,2,48,0,9,0,0,59
7435,5/15/2019,Kitayama,0,40,0,2,1,0,43
7436,5/15/2019,Linda Vista,1,100,1,5,0,75,32
7437,5/15/2019,Logan,2,42,0,4,0,48,0
7438,5/15/2019,Marie Kaiser,0,15,0,8,0,23,0
7439,5/15/2019,Meadowfair,0,42,0,4,0,0,46
7440,5/15/2019,Meyer,2,39,0,2,0,0,43
7441,5/15/2019,Paul Miller,4,74,1,7,0,44,42
7442,5/15/2019,Pioneer,0,41,0,2,1,0,44
7443,5/15/2019,Reach,0,20,0,2,0,22,0
7444,5/15/2019,Royal Sunset,0,41,0,2,0,0,43
7445,5/15/2019,Russo,0,26,0,17,0,0,43
