,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
5941,3/5/2019,Colonial Acres,5,36,1,6,0,0,48,36,12,48,0.75
5942,3/5/2019,Corvallis,0,44,1,3,0,0,48,44,4,48,0.9166666666666666
5943,3/5/2019,Cox,0,38,0,8,0,0,46,38,8,46,0.8260869565217391
5944,3/5/2019,Cureton,4,42,1,16,1,0,64,42,22,64,0.65625
5945,3/5/2019,Dayton,2,41,0,5,0,0,48,41,7,48,0.8541666666666666
5946,3/5/2019,Decoto,3,92,0,12,4,64,47,92,19,111,0.8288288288288288
5947,3/5/2019,Del Rey,0,38,2,8,0,0,48,38,10,48,0.7916666666666666
5948,3/5/2019,Delaine Eastin,0,28,1,3,0,24,8,28,4,32,0.875
5949,3/5/2019,Dorsa,0,32,2,12,0,0,46,32,14,46,0.6956521739130435
5950,3/5/2019,Eden Palms,1,38,0,7,0,46,0,38,8,46,0.8260869565217391
5951,3/5/2019,Eden Youth,1,71,0,5,1,48,30,71,7,78,0.9102564102564102
5952,3/5/2019,Educare,0,57,1,16,1,47,28,57,18,75,0.76
5953,3/5/2019,Emerald Vista,0,67,3,7,2,30,49,67,12,79,0.8481012658227848
5954,3/5/2019,Esther Hobbs,1,45,0,4,0,50,0,45,5,50,0.9
5955,3/5/2019,FH,0,98,0,5,0,103,0,98,5,103,0.9514563106796117
5956,3/5/2019,Foxdale,0,38,1,1,0,40,0,38,2,40,0.95
5957,3/5/2019,Glen Berry,0,31,0,0,0,24,7,31,0,31,1.0
5958,3/5/2019,Goss,2,29,0,13,0,0,44,29,15,44,0.6590909090909091
5959,3/5/2019,Graham,0,51,1,4,0,24,32,51,5,56,0.9107142857142857
5960,3/5/2019,Grant,2,42,1,1,1,0,47,42,5,47,0.8936170212765957
5961,3/5/2019,Guy Emanuele,1,32,0,8,0,0,41,32,9,41,0.7804878048780488
5962,3/5/2019,Hesperian,1,40,2,5,1,0,49,40,9,49,0.8163265306122449
5963,3/5/2019,Hillview,0,40,1,3,3,0,47,40,7,47,0.851063829787234
5964,3/5/2019,Holbrook,3,68,2,7,0,48,32,68,12,80,0.85
5965,3/5/2019,Hubbard,0,52,0,10,0,0,62,52,10,62,0.8387096774193549
5966,3/5/2019,Kitayama,0,41,2,1,0,0,44,41,3,44,0.9318181818181818
5967,3/5/2019,Linda Vista,0,98,1,9,1,77,32,98,11,109,0.8990825688073395
5968,3/5/2019,Logan,0,45,0,3,0,48,0,45,3,48,0.9375
5969,3/5/2019,Marie Kaiser,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
5970,3/5/2019,Meadowfair,1,41,2,4,0,0,48,41,7,48,0.8541666666666666
5971,3/5/2019,Meyer,1,38,0,4,0,0,43,38,5,43,0.8837209302325582
5972,3/5/2019,Paul Miller,6,71,1,7,0,43,42,71,14,85,0.8352941176470589
5973,3/5/2019,Pioneer,0,36,1,6,0,0,43,36,7,43,0.8372093023255814
5974,3/5/2019,Reach,1,19,1,2,0,23,0,19,4,23,0.8260869565217391
5975,3/5/2019,Royal Sunset,0,37,0,7,0,0,44,37,7,44,0.8409090909090909
5976,3/5/2019,Russo,0,39,1,4,0,0,44,39,5,44,0.8863636363636364
5977,3/5/2019,Ryan,0,17,0,7,0,24,0,17,7,24,0.7083333333333334
5978,3/5/2019,Schilling,0,47,0,8,0,23,32,47,8,55,0.8545454545454545
5979,3/5/2019,Searles,1,41,0,2,0,0,44,41,3,44,0.9318181818181818
5980,3/5/2019,Sharon Jones,0,51,2,3,0,24,32,51,5,56,0.9107142857142857
5981,3/5/2019,Unidos,0,41,0,2,0,43,0,41,2,43,0.9534883720930233
5982,3/5/2019,Valley Medical Center,0,62,2,4,0,68,0,62,6,68,0.9117647058823529
5983,3/5/2019,Washington Hospital,1,57,0,2,0,60,0,57,3,60,0.95
5984,3/6/2019,Amador,1,74,0,6,3,56,28,74,10,84,0.8809523809523809
5985,3/6/2019,Arbuckle,2,66,1,16,0,53,32,66,19,85,0.7764705882352941
5986,3/6/2019,Baldwin Park,1,66,2,10,1,48,32,66,14,80,0.825
5987,3/6/2019,Bay,0,41,1,6,0,0,48,41,7,48,0.8541666666666666
5988,3/6/2019,Carlson,0,29,0,3,0,20,12,29,3,32,0.90625
5989,3/6/2019,Castlemont,0,60,0,7,1,68,0,60,8,68,0.8823529411764706
5990,3/6/2019,Cesar Chavez,3,75,3,14,1,0,96,75,21,96,0.78125
5991,3/6/2019,Chynoweth,1,31,0,4,0,36,0,31,5,36,0.8611111111111112
5992,3/6/2019,Colonial Acres,6,35,1,6,0,0,48,35,13,48,0.7291666666666666
5993,3/6/2019,Corvallis,0,45,1,2,0,0,48,45,3,48,0.9375
5994,3/6/2019,Cox,0,39,0,7,0,0,46,39,7,46,0.8478260869565217
5995,3/6/2019,Cureton,4,38,1,20,1,0,64,38,26,64,0.59375
5996,3/6/2019,Dayton,2,42,0,4,0,0,48,42,6,48,0.875
5997,3/6/2019,Decoto,5,87,0,15,4,64,47,87,24,111,0.7837837837837838
5998,3/6/2019,Del Rey,0,39,2,7,0,0,48,39,9,48,0.8125
5999,3/6/2019,Delaine Eastin,0,25,1,6,0,24,8,25,7,32,0.78125
6000,3/6/2019,Dorsa,0,35,1,9,0,0,45,35,10,45,0.7777777777777778
6001,3/6/2019,Eden Palms,0,37,0,9,0,46,0,37,9,46,0.8043478260869565
6002,3/6/2019,Eden Youth,2,71,0,4,1,48,30,71,7,78,0.9102564102564102
6003,3/6/2019,Educare,1,64,0,10,1,48,28,64,12,76,0.8421052631578947
6004,3/6/2019,Emerald Vista,0,65,2,10,2,30,49,65,14,79,0.8227848101265823
6005,3/6/2019,Esther Hobbs,0,50,0,6,1,57,0,50,7,57,0.8771929824561403
6006,3/6/2019,FH,0,94,1,7,0,102,0,94,8,102,0.9215686274509803
6007,3/6/2019,Foxdale,0,34,2,4,0,40,0,34,6,40,0.85
6008,3/6/2019,Glen Berry,0,29,0,1,0,23,7,29,1,30,0.9666666666666667
6009,3/6/2019,Goss,2,35,0,7,0,0,44,35,9,44,0.7954545454545454
6010,3/6/2019,Graham,1,49,1,5,0,24,32,49,7,56,0.875
6011,3/6/2019,Grant,2,41,1,0,1,0,45,41,4,45,0.9111111111111111
6012,3/6/2019,Guy Emanuele,0,38,0,4,0,0,42,38,4,42,0.9047619047619048
6013,3/6/2019,Hesperian,1,37,2,8,1,0,49,37,12,49,0.7551020408163265
6014,3/6/2019,Hillview,0,38,2,6,1,0,47,38,9,47,0.8085106382978723
6015,3/6/2019,Holbrook,3,58,2,15,1,47,32,58,21,79,0.7341772151898734
6016,3/6/2019,Hubbard,0,56,0,6,0,0,62,56,6,62,0.9032258064516129
6017,3/6/2019,Kitayama,2,37,2,3,0,0,44,37,7,44,0.8409090909090909
6018,3/6/2019,Linda Vista,0,97,1,9,1,76,32,97,11,108,0.8981481481481481
6019,3/6/2019,Logan,0,46,0,2,0,48,0,46,2,48,0.9583333333333334
6020,3/6/2019,Marie Kaiser,0,21,0,2,0,23,0,21,2,23,0.9130434782608695
6021,3/6/2019,Meadowfair,2,39,0,6,1,0,48,39,9,48,0.8125
6022,3/6/2019,Meyer,1,39,0,4,0,0,44,39,5,44,0.8863636363636364
6023,3/6/2019,Paul Miller,2,76,1,6,0,43,42,76,9,85,0.8941176470588236
6024,3/6/2019,Pioneer,0,38,1,4,0,0,43,38,5,43,0.8837209302325582
6025,3/6/2019,Reach,1,18,0,4,0,23,0,18,5,23,0.782608695652174
6026,3/6/2019,Royal Sunset,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
6027,3/6/2019,Russo,0,30,1,13,0,0,44,30,14,44,0.6818181818181818
6028,3/6/2019,Ryan,0,13,0,11,0,24,0,13,11,24,0.5416666666666666
6029,3/6/2019,Schilling,0,43,0,13,0,24,32,43,13,56,0.7678571428571429
6030,3/6/2019,Searles,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
6031,3/6/2019,Sharon Jones,0,49,2,4,1,24,32,49,7,56,0.875
6032,3/6/2019,Unidos,0,39,0,5,0,44,0,39,5,44,0.8863636363636364
6033,3/6/2019,Valley Medical Center,1,61,1,5,0,68,0,61,7,68,0.8970588235294118
6034,3/6/2019,Washington Hospital,1,58,0,1,0,60,0,58,2,60,0.9666666666666667
6035,3/7/2019,Amador,0,77,0,5,5,57,30,77,10,87,0.8850574712643678
6036,3/7/2019,Arbuckle,2,70,1,13,0,54,32,70,16,86,0.813953488372093
6037,3/7/2019,Baldwin Park,2,66,3,8,1,48,32,66,14,80,0.825
6038,3/7/2019,Bay,0,37,1,10,0,0,48,37,11,48,0.7708333333333334
6039,3/7/2019,Carlson,1,27,0,4,0,20,12,27,5,32,0.84375
6040,3/7/2019,Castlemont,2,58,0,6,2,68,0,58,10,68,0.8529411764705882
6041,3/7/2019,Cesar Chavez,6,66,3,19,2,0,96,66,30,96,0.6875
6042,3/7/2019,Chynoweth,0,34,0,2,0,36,0,34,2,36,0.9444444444444444
6043,3/7/2019,Colonial Acres,6,33,1,8,0,0,48,33,15,48,0.6875
6044,3/7/2019,Corvallis,0,47,1,0,0,0,48,47,1,48,0.9791666666666666
6045,3/7/2019,Cox,0,40,0,6,0,0,46,40,6,46,0.8695652173913043
6046,3/7/2019,Cureton,4,40,1,18,1,0,64,40,24,64,0.625
6047,3/7/2019,Dayton,4,39,0,5,0,0,48,39,9,48,0.8125
6048,3/7/2019,Decoto,3,93,0,11,4,64,47,93,18,111,0.8378378378378378
6049,3/7/2019,Del Rey,0,42,2,4,0,0,48,42,6,48,0.875
6050,3/7/2019,Delaine Eastin,0,26,1,5,0,24,8,26,6,32,0.8125
6051,3/7/2019,Dorsa,0,39,0,8,0,0,47,39,8,47,0.8297872340425532
6052,3/7/2019,Eden Palms,1,39,0,6,0,46,0,39,7,46,0.8478260869565217
6053,3/7/2019,Eden Youth,1,70,0,6,1,48,30,70,8,78,0.8974358974358975
6054,3/7/2019,Educare,0,66,0,9,1,48,28,66,10,76,0.868421052631579
6055,3/7/2019,Emerald Vista,0,67,3,9,1,31,49,67,13,80,0.8375
6056,3/7/2019,Esther Hobbs,3,41,0,6,0,50,0,41,9,50,0.82
6057,3/7/2019,FH,0,99,0,4,0,103,0,99,4,103,0.9611650485436893
6058,3/7/2019,Foxdale,0,35,1,3,0,39,0,35,4,39,0.8974358974358975
6059,3/7/2019,Glen Berry,1,28,0,2,0,24,7,28,3,31,0.9032258064516129
6060,3/7/2019,Goss,2,36,0,6,0,0,44,36,8,44,0.8181818181818182
6061,3/7/2019,Graham,0,50,0,4,1,24,31,50,5,55,0.9090909090909091
6062,3/7/2019,Grant,2,39,1,2,1,0,45,39,6,45,0.8666666666666667
6063,3/7/2019,Guy Emanuele,0,36,0,6,0,0,42,36,6,42,0.8571428571428571
6064,3/7/2019,Hesperian,0,38,3,7,1,0,49,38,11,49,0.7755102040816326
6065,3/7/2019,Hillview,0,39,3,5,0,0,47,39,8,47,0.8297872340425532
6066,3/7/2019,Holbrook,2,66,2,9,1,48,32,66,14,80,0.825
6067,3/7/2019,Hubbard,0,52,2,8,0,0,62,52,10,62,0.8387096774193549
6068,3/7/2019,Kitayama,0,35,2,7,0,0,44,35,9,44,0.7954545454545454
6069,3/7/2019,Linda Vista,1,96,1,8,1,75,32,96,11,107,0.897196261682243
6070,3/7/2019,Logan,0,44,1,3,0,48,0,44,4,48,0.9166666666666666
6071,3/7/2019,Marie Kaiser,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
6072,3/7/2019,Meadowfair,1,41,0,5,1,0,48,41,7,48,0.8541666666666666
6073,3/7/2019,Meyer,1,39,0,3,0,0,43,39,4,43,0.9069767441860465
6074,3/7/2019,Paul Miller,2,73,2,8,0,43,42,73,12,85,0.8588235294117647
6075,3/7/2019,Pioneer,0,39,1,3,0,0,43,39,4,43,0.9069767441860465
6076,3/7/2019,Reach,1,18,1,1,2,23,0,18,5,23,0.782608695652174
6077,3/7/2019,Royal Sunset,1,37,0,6,0,0,44,37,7,44,0.8409090909090909
6078,3/7/2019,Russo,0,37,1,6,0,0,44,37,7,44,0.8409090909090909
6079,3/7/2019,Ryan,0,16,0,7,0,23,0,16,7,23,0.6956521739130435
6080,3/7/2019,Schilling,0,46,0,10,0,24,32,46,10,56,0.8214285714285714
6081,3/7/2019,Searles,1,37,0,6,0,0,44,37,7,44,0.8409090909090909
6082,3/7/2019,Sharon Jones,0,50,2,3,1,24,32,50,6,56,0.8928571428571429
6083,3/7/2019,Unidos,0,40,0,4,0,44,0,40,4,44,0.9090909090909091
6084,3/7/2019,Valley Medical Center,1,64,1,2,0,68,0,64,4,68,0.9411764705882353
6085,3/7/2019,Washington Hospital,2,53,1,3,1,60,0,53,7,60,0.8833333333333333
6086,3/8/2019,Amador,0,73,0,9,2,56,28,73,11,84,0.8690476190476191
6087,3/8/2019,Arbuckle,2,64,1,18,0,53,32,64,21,85,0.7529411764705882
6088,3/8/2019,Baldwin Park,2,62,2,9,5,48,32,62,18,80,0.775
6089,3/8/2019,Bay,0,33,0,14,0,0,47,33,14,47,0.7021276595744681
6090,3/8/2019,Carlson,0,27,2,3,0,20,12,27,5,32,0.84375
6091,3/8/2019,Castlemont,1,53,0,13,1,68,0,53,15,68,0.7794117647058824
6092,3/8/2019,Cesar Chavez,3,68,3,20,2,0,96,68,28,96,0.7083333333333334
6093,3/8/2019,Chynoweth,0,26,0,8,0,34,0,26,8,34,0.7647058823529411
6094,3/8/2019,Colonial Acres,7,31,2,8,0,0,48,31,17,48,0.6458333333333334
6095,3/8/2019,Corvallis,1,40,1,6,0,0,48,40,8,48,0.8333333333333334
6096,3/8/2019,Cox,0,35,0,11,0,0,46,35,11,46,0.7608695652173914
6097,3/8/2019,Cureton,4,32,1,26,1,0,64,32,32,64,0.5
6098,3/8/2019,Dayton,2,40,0,6,0,0,48,40,8,48,0.8333333333333334
6099,3/8/2019,Decoto,1,89,1,12,7,64,46,89,21,110,0.8090909090909091
6100,3/8/2019,Del Rey,0,40,2,6,0,0,48,40,8,48,0.8333333333333334
6101,3/8/2019,Delaine Eastin,0,25,0,7,0,24,8,25,7,32,0.78125
6102,3/8/2019,Dorsa,1,33,0,13,0,0,47,33,14,47,0.7021276595744681
6103,3/8/2019,Eden Palms,0,37,0,5,0,42,0,37,5,42,0.8809523809523809
6104,3/8/2019,Eden Youth,3,64,0,8,3,48,30,64,14,78,0.8205128205128205
6105,3/8/2019,Educare,0,55,0,19,1,47,28,55,20,75,0.7333333333333333
6106,3/8/2019,Emerald Vista,0,63,3,11,1,29,49,63,15,78,0.8076923076923077
6107,3/8/2019,Esther Hobbs,1,49,0,6,0,56,0,49,7,56,0.875
6108,3/8/2019,FH,0,94,0,6,0,100,0,94,6,100,0.94
6109,3/8/2019,Foxdale,0,35,2,3,0,40,0,35,5,40,0.875
6110,3/8/2019,Glen Berry,1,24,0,3,0,21,7,24,4,28,0.8571428571428571
6111,3/8/2019,Goss,2,33,0,9,0,0,44,33,11,44,0.75
6112,3/8/2019,Graham,1,48,2,2,2,24,31,48,7,55,0.8727272727272727
6113,3/8/2019,Grant,2,37,1,3,1,0,44,37,7,44,0.8409090909090909
6114,3/8/2019,Guy Emanuele,0,37,0,5,0,0,42,37,5,42,0.8809523809523809
6115,3/8/2019,Hesperian,0,38,2,7,1,0,48,38,10,48,0.7916666666666666
6116,3/8/2019,Hillview,0,37,3,6,1,0,47,37,10,47,0.7872340425531915
6117,3/8/2019,Holbrook,1,58,2,16,2,47,32,58,21,79,0.7341772151898734
6118,3/8/2019,Hubbard,0,48,2,12,0,0,62,48,14,62,0.7741935483870968
6119,3/8/2019,Kitayama,0,38,2,4,0,0,44,38,6,44,0.8636363636363636
6120,3/8/2019,Linda Vista,2,92,3,9,0,74,32,92,14,106,0.8679245283018868
6121,3/8/2019,Logan,1,40,0,6,1,48,0,40,8,48,0.8333333333333334
6122,3/8/2019,Marie Kaiser,0,20,1,2,0,23,0,20,3,23,0.8695652173913043
6123,3/8/2019,Meadowfair,1,40,0,6,1,0,48,40,8,48,0.8333333333333334
6124,3/8/2019,Meyer,1,36,0,6,0,0,43,36,7,43,0.8372093023255814
6125,3/8/2019,Paul Miller,4,72,3,6,0,43,42,72,13,85,0.8470588235294118
6126,3/8/2019,Pioneer,0,37,1,5,0,0,43,37,6,43,0.8604651162790697
6127,3/8/2019,Reach,1,18,1,3,0,23,0,18,5,23,0.782608695652174
6128,3/8/2019,Royal Sunset,1,37,0,6,0,0,44,37,7,44,0.8409090909090909
6129,3/8/2019,Russo,0,36,1,7,0,0,44,36,8,44,0.8181818181818182
6130,3/8/2019,Ryan,0,16,0,8,0,24,0,16,8,24,0.6666666666666666
6131,3/8/2019,Schilling,1,38,0,17,0,24,32,38,18,56,0.6785714285714286
6132,3/8/2019,Searles,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
6133,3/8/2019,Sharon Jones,0,47,2,6,1,24,32,47,9,56,0.8392857142857143
6134,3/8/2019,Unidos,0,37,0,7,0,44,0,37,7,44,0.8409090909090909
6135,3/8/2019,Valley Medical Center,2,61,2,2,1,68,0,61,7,68,0.8970588235294118
6136,3/8/2019,Washington Hospital,1,56,0,2,1,60,0,56,4,60,0.9333333333333333
6137,4/1/2019,Valley Medical Center,4,49,2,10,0,65,0,49,16,65,0.7538461538461538
6138,4/1/2019,Washington Hospital,0,57,3,1,0,61,0,57,4,61,0.9344262295081968
6139,4/10/2019,Amador,1,71,1,8,0,54,27,71,10,81,0.8765432098765432
6140,4/10/2019,Arbuckle,5,73,0,6,0,52,32,73,11,84,0.8690476190476191
6141,4/10/2019,Baldwin Park,1,65,0,12,1,48,31,65,14,79,0.8227848101265823
6142,4/10/2019,Bay,0,43,0,5,0,0,48,43,5,48,0.8958333333333334
6143,4/10/2019,Carlson,0,29,1,0,1,20,11,29,2,31,0.9354838709677419
6144,4/10/2019,Castlemont,2,61,0,6,0,69,0,61,8,69,0.8840579710144928
6145,4/10/2019,Cesar Chavez,0,78,6,10,0,0,94,78,16,94,0.8297872340425532
6146,4/10/2019,Chynoweth,0,28,0,5,3,36,0,28,8,36,0.7777777777777778
6147,4/10/2019,Colonial Acres,3,36,2,2,0,0,43,36,7,43,0.8372093023255814
6148,4/10/2019,Corvallis,0,40,0,7,1,0,48,40,8,48,0.8333333333333334
6149,4/10/2019,Cox,1,43,0,2,1,0,47,43,4,47,0.9148936170212766
6150,4/10/2019,Cureton,1,41,1,20,0,0,63,41,22,63,0.6507936507936508
6151,4/10/2019,Dayton,0,42,0,2,0,0,44,42,2,44,0.9545454545454546
6152,4/10/2019,Decoto,2,93,1,3,2,62,39,93,8,101,0.9207920792079208
6153,4/10/2019,Del Rey,1,38,0,6,2,0,47,38,9,47,0.8085106382978723
6154,4/10/2019,Delaine Eastin,1,29,0,2,0,24,8,29,3,32,0.90625
6155,4/10/2019,Dorsa,1,40,1,6,0,0,48,40,8,48,0.8333333333333334
6156,4/10/2019,Eden Palms,2,40,2,2,1,47,0,40,7,47,0.851063829787234
6157,4/10/2019,Eden Youth,0,70,2,6,0,48,30,70,8,78,0.8974358974358975
6158,4/10/2019,Educare,1,63,0,15,0,51,28,63,16,79,0.7974683544303798
6159,4/10/2019,Emerald Vista,0,68,1,12,1,32,50,68,14,82,0.8292682926829268
6160,4/10/2019,Esther Hobbs,1,48,0,8,0,57,0,48,9,57,0.8421052631578947
6161,4/10/2019,FH,0,98,1,2,0,101,0,98,3,101,0.9702970297029703
6162,4/10/2019,Foxdale,0,29,1,9,0,39,0,29,10,39,0.7435897435897436
6163,4/10/2019,Glen Berry,0,28,0,3,0,23,8,28,3,31,0.9032258064516129
6164,4/10/2019,Goss,2,32,0,10,0,0,44,32,12,44,0.7272727272727273
6165,4/10/2019,Graham,4,49,0,3,0,24,32,49,7,56,0.875
6166,4/10/2019,Grant,2,38,0,3,1,0,44,38,6,44,0.8636363636363636
6167,4/10/2019,Guy Emanuele,0,41,0,1,0,0,42,41,1,42,0.9761904761904762
6168,4/10/2019,Hesperian,0,40,1,6,0,0,47,40,7,47,0.851063829787234
6169,4/10/2019,Hillview,0,41,0,2,2,0,45,41,4,45,0.9111111111111111
6170,4/10/2019,Holbrook,0,64,3,11,0,46,32,64,14,78,0.8205128205128205
6171,4/10/2019,Hubbard,3,50,0,9,0,0,62,50,12,62,0.8064516129032258
6172,4/10/2019,Kitayama,0,39,1,4,0,0,44,39,5,44,0.8863636363636364
6173,4/10/2019,Linda Vista,2,96,1,9,0,76,32,96,12,108,0.8888888888888888
6174,4/10/2019,Logan,0,47,0,1,0,48,0,47,1,48,0.9791666666666666
6175,4/10/2019,Marie Kaiser,0,22,0,0,0,22,0,22,0,22,1.0
6176,4/10/2019,Meadowfair,1,40,1,5,1,0,48,40,8,48,0.8333333333333334
6177,4/10/2019,Meyer,4,38,0,1,0,0,43,38,5,43,0.8837209302325582
6178,4/10/2019,Paul Miller,2,79,1,4,0,44,42,79,7,86,0.9186046511627907
6179,4/10/2019,Pioneer,2,38,0,4,0,0,44,38,6,44,0.8636363636363636
6180,4/10/2019,Reach,1,15,1,6,0,23,0,15,8,23,0.6521739130434783
6181,4/10/2019,Royal Sunset,0,36,2,6,0,0,44,36,8,44,0.8181818181818182
6182,4/10/2019,Russo,2,35,0,7,0,0,44,35,9,44,0.7954545454545454
6183,4/10/2019,Ryan,2,21,0,1,0,24,0,21,3,24,0.875
6184,4/10/2019,Schilling,0,50,1,5,0,24,32,50,6,56,0.8928571428571429
6185,4/10/2019,Searles,1,38,0,3,0,0,42,38,4,42,0.9047619047619048
6186,4/10/2019,Sharon Jones,1,51,0,3,0,24,31,51,4,55,0.9272727272727272
6187,4/10/2019,Unidos,0,36,0,8,0,44,0,36,8,44,0.8181818181818182
6188,4/10/2019,Valley Medical Center,3,62,2,2,0,69,0,62,7,69,0.8985507246376812
6189,4/10/2019,Washington Hospital,2,59,0,3,0,64,0,59,5,64,0.921875
6190,4/11/2019,Amador,2,75,1,6,1,56,29,75,10,85,0.8823529411764706
6191,4/11/2019,Arbuckle,3,76,0,6,0,53,32,76,9,85,0.8941176470588236
6192,4/11/2019,Baldwin Park,1,62,1,14,1,48,31,62,17,79,0.7848101265822784
6193,4/11/2019,Bay,0,42,0,6,0,0,48,42,6,48,0.875
6194,4/11/2019,Carlson,0,30,0,0,1,20,11,30,1,31,0.967741935483871
6195,4/11/2019,Castlemont,1,64,0,4,0,69,0,64,5,69,0.927536231884058
6196,4/11/2019,Cesar Chavez,1,68,5,18,1,0,93,68,25,93,0.7311827956989247
6197,4/11/2019,Chynoweth,0,30,0,5,1,36,0,30,6,36,0.8333333333333334
6198,4/11/2019,Colonial Acres,2,35,1,4,0,0,42,35,7,42,0.8333333333333334
6199,4/11/2019,Corvallis,0,42,0,5,1,0,48,42,6,48,0.875
6200,4/11/2019,Cox,1,39,0,6,1,0,47,39,8,47,0.8297872340425532
6201,4/11/2019,Cureton,0,51,0,11,0,0,62,51,11,62,0.8225806451612904
6202,4/11/2019,Dayton,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
6203,4/11/2019,Decoto,5,88,1,4,3,62,39,88,13,101,0.8712871287128713
6204,4/11/2019,Del Rey,1,40,0,4,2,0,47,40,7,47,0.851063829787234
6205,4/11/2019,Delaine Eastin,1,28,1,2,0,24,8,28,4,32,0.875
6206,4/11/2019,Dorsa,1,40,1,6,0,0,48,40,8,48,0.8333333333333334
6207,4/11/2019,Eden Palms,1,38,1,5,1,46,0,38,8,46,0.8260869565217391
6208,4/11/2019,Eden Youth,0,69,2,8,0,48,31,69,10,79,0.8734177215189873
6209,4/11/2019,Educare,1,62,0,15,0,50,28,62,16,78,0.7948717948717948
6210,4/11/2019,Emerald Vista,0,71,1,10,1,33,50,71,12,83,0.8554216867469879
6211,4/11/2019,Esther Hobbs,0,50,0,1,0,51,0,50,1,51,0.9803921568627451
6212,4/11/2019,FH,2,97,0,3,0,102,0,97,5,102,0.9509803921568627
6213,4/11/2019,Foxdale,0,33,1,4,0,38,0,33,5,38,0.868421052631579
6214,4/11/2019,Glen Berry,1,30,0,1,0,24,8,30,2,32,0.9375
6215,4/11/2019,Goss,1,32,0,11,0,0,44,32,12,44,0.7272727272727273
6216,4/11/2019,Graham,4,47,0,5,0,24,32,47,9,56,0.8392857142857143
6217,4/11/2019,Grant,2,38,0,3,1,0,44,38,6,44,0.8636363636363636
6218,4/11/2019,Guy Emanuele,0,39,0,3,0,0,42,39,3,42,0.9285714285714286
6219,4/11/2019,Hesperian,1,41,1,4,0,0,47,41,6,47,0.8723404255319149
6220,4/11/2019,Hillview,0,43,0,1,1,0,45,43,2,45,0.9555555555555556
6221,4/11/2019,Holbrook,0,72,2,6,0,48,32,72,8,80,0.9
6222,4/11/2019,Hubbard,2,45,0,15,0,0,62,45,17,62,0.7258064516129032
6223,4/11/2019,Kitayama,0,42,1,1,0,0,44,42,2,44,0.9545454545454546
6224,4/11/2019,Linda Vista,3,96,2,6,0,75,32,96,11,107,0.897196261682243
6225,4/11/2019,Logan,0,47,0,1,0,48,0,47,1,48,0.9791666666666666
6226,4/11/2019,Marie Kaiser,0,21,0,1,0,22,0,21,1,22,0.9545454545454546
6227,4/11/2019,Meadowfair,1,37,1,8,1,0,48,37,11,48,0.7708333333333334
6228,4/11/2019,Meyer,2,39,0,1,1,0,43,39,4,43,0.9069767441860465
6229,4/11/2019,Paul Miller,0,79,1,6,0,44,42,79,7,86,0.9186046511627907
6230,4/11/2019,Pioneer,0,41,0,3,0,0,44,41,3,44,0.9318181818181818
6231,4/11/2019,Reach,1,19,1,1,1,23,0,19,4,23,0.8260869565217391
6232,4/11/2019,Royal Sunset,0,36,2,6,0,0,44,36,8,44,0.8181818181818182
6233,4/11/2019,Russo,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
6234,4/11/2019,Ryan,2,21,0,0,0,23,0,21,2,23,0.9130434782608695
6235,4/11/2019,Schilling,2,49,1,4,0,24,32,49,7,56,0.875
6236,4/11/2019,Searles,0,40,0,3,0,0,43,40,3,43,0.9302325581395349
6237,4/11/2019,Sharon Jones,3,48,0,4,0,24,31,48,7,55,0.8727272727272727
6238,4/11/2019,Unidos,0,40,0,4,0,44,0,40,4,44,0.9090909090909091
6239,4/11/2019,Valley Medical Center,2,61,3,3,0,69,0,61,8,69,0.8840579710144928
6240,4/11/2019,Washington Hospital,1,60,1,2,0,64,0,60,4,64,0.9375
6241,4/12/2019,Amador,1,69,0,10,1,54,27,69,12,81,0.8518518518518519
6242,4/12/2019,Arbuckle,5,67,0,12,0,52,32,67,17,84,0.7976190476190477
6243,4/12/2019,Baldwin Park,3,66,0,9,1,48,31,66,13,79,0.8354430379746836
6244,4/12/2019,Bay,0,39,0,9,0,0,48,39,9,48,0.8125
6245,4/12/2019,Carlson,0,28,2,1,0,20,11,28,3,31,0.9032258064516129
6246,4/12/2019,Castlemont,1,63,0,5,0,69,0,63,6,69,0.9130434782608695
6247,4/12/2019,Cesar Chavez,0,72,3,16,2,0,93,72,21,93,0.7741935483870968
6248,4/12/2019,Chynoweth,3,21,1,7,2,34,0,21,13,34,0.6176470588235294
6249,4/12/2019,Colonial Acres,3,34,0,4,0,0,41,34,7,41,0.8292682926829268
6250,4/12/2019,Corvallis,1,37,0,10,0,0,48,37,11,48,0.7708333333333334
6251,4/12/2019,Cox,1,34,0,11,1,0,47,34,13,47,0.723404255319149
6252,4/12/2019,Cureton,1,51,0,10,0,0,62,51,11,62,0.8225806451612904
6253,4/12/2019,Dayton,1,41,0,2,0,0,44,41,3,44,0.9318181818181818
6254,4/12/2019,Decoto,2,85,1,9,5,63,39,85,17,102,0.8333333333333334
